"employee_number","attrition","age","monthly_income","department","job_level","job_role","gender","marital_status","distance_from_home","education","business_travel","over_time","job_satisfaction","environment_satisfaction","job_involvement","performance_rating","relationship_satisfaction","total_working_years","stock_option_level","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
1613,"0",31,5332,"Sales",2,"Sales Executive","Male","Single",2,4,"Travel_Frequently","No",1,4,3,3,4,10,0,3,3,5,2,0,3
1614,"0",36,4663,"Research & Development",2,"Manufacturing Director","Female","Married",12,4,"Travel_Rarely","Yes",3,3,3,3,2,7,2,2,3,3,2,1,1
1615,"0",34,4724,"Research & Development",2,"Manufacturing Director","Male","Divorced",10,4,"Travel_Frequently","No",4,3,4,3,1,9,1,3,3,9,7,7,2
1617,"0",49,3211,"Research & Development",1,"Laboratory Technician","Female","Married",25,4,"Travel_Rarely","No",1,3,3,3,4,10,1,3,2,9,6,1,4
1618,"0",39,5377,"Research & Development",2,"Manufacturing Director","Male","Married",10,5,"Travel_Rarely","No",1,2,3,3,4,10,3,3,3,7,7,7,7
1619,"0",27,4066,"Research & Development",1,"Laboratory Technician","Male","Divorced",19,3,"Travel_Rarely","No",1,4,2,3,1,7,2,3,3,7,7,0,7
1622,"0",28,4877,"Research & Development",2,"Manufacturing Director","Female","Divorced",27,3,"Travel_Rarely","No",1,2,1,4,2,6,1,5,2,5,3,0,0
1623,"0",21,3117,"Research & Development",1,"Research Scientist","Male","Single",5,1,"Travel_Rarely","No",4,3,3,3,3,3,0,2,3,2,2,2,2
1624,"1",18,1569,"Sales",1,"Sales Representative","Female","Single",3,2,"Travel_Frequently","Yes",4,2,3,3,3,0,0,2,4,0,0,0,0
1625,"0",47,19658,"Human Resources",5,"Manager","Female","Married",26,4,"Travel_Rarely","No",3,4,3,3,3,27,1,2,3,5,2,1,0
1627,"0",39,3069,"Research & Development",2,"Laboratory Technician","Male","Divorced",3,2,"Travel_Rarely","No",3,3,2,3,4,11,1,3,3,10,8,0,7
1628,"0",40,10435,"Research & Development",3,"Manufacturing Director","Female","Married",15,3,"Travel_Rarely","No",3,1,2,3,4,18,2,2,3,18,15,14,12
1631,"0",37,5768,"Research & Development",2,"Manufacturing Director","Male","Married",19,3,"Travel_Rarely","No",3,3,3,3,1,9,3,2,2,4,3,0,2
1633,"0",39,5042,"Research & Development",2,"Manufacturing Director","Female","Single",4,3,"Travel_Frequently","No",3,1,3,3,4,10,0,2,1,9,2,3,8
1635,"0",45,5770,"Research & Development",2,"Manufacturing Director","Female","Divorced",2,2,"Travel_Rarely","No",4,4,2,3,1,10,2,3,3,10,7,3,9
1638,"0",38,7756,"Research & Development",3,"Manufacturing Director","Female","Married",2,2,"Travel_Rarely","Yes",3,4,2,3,4,10,1,6,4,5,4,0,2
1639,"1",35,10306,"Sales",3,"Sales Executive","Male","Married",10,3,"Travel_Rarely","No",1,4,2,3,3,15,0,3,3,13,12,6,0
1640,"0",37,3936,"Research & Development",1,"Research Scientist","Female","Married",10,3,"Travel_Rarely","No",2,2,3,3,1,8,1,2,1,8,4,7,7
1641,"0",40,7945,"Research & Development",3,"Manufacturing Director","Female","Single",16,3,"Travel_Rarely","Yes",4,3,3,3,4,18,0,2,2,4,2,3,3
1642,"0",44,5743,"Human Resources",2,"Human Resources","Male","Married",1,5,"Travel_Frequently","Yes",4,1,3,3,3,14,0,3,3,10,7,0,2
1644,"0",48,15202,"Research & Development",4,"Manager","Male","Married",4,5,"Travel_Frequently","No",4,3,2,4,2,23,1,3,3,2,2,2,2
1645,"1",35,5440,"Sales",2,"Sales Executive","Male","Divorced",15,2,"Travel_Rarely","Yes",4,1,1,3,4,7,2,2,2,2,2,2,2
1646,"0",24,3760,"Research & Development",1,"Research Scientist","Female","Single",2,1,"Travel_Frequently","Yes",4,1,3,3,3,6,0,2,3,6,3,1,3
1648,"0",27,2580,"Research & Development",1,"Research Scientist","Male","Single",2,3,"Travel_Frequently","No",4,4,3,3,3,6,0,0,2,4,2,1,2
1649,"1",40,2166,"Research & Development",1,"Laboratory Technician","Male","Single",7,3,"Travel_Rarely","Yes",1,1,3,3,2,10,0,3,1,4,2,0,3
1650,"0",29,5869,"Sales",2,"Sales Executive","Male","Single",10,3,"Travel_Rarely","No",3,3,2,3,3,8,0,2,3,5,2,1,4
1653,"0",25,5206,"Research & Development",2,"Manufacturing Director","Male","Divorced",2,1,"Travel_Frequently","No",3,4,4,3,3,7,2,6,3,7,7,0,7
1654,"0",39,5295,"Research & Development",2,"Manufacturing Director","Male","Married",12,3,"Travel_Rarely","No",2,4,3,4,3,7,0,3,3,5,4,1,0
1655,"0",49,16413,"Research & Development",4,"Research Director","Female","Married",22,4,"Travel_Rarely","No",2,1,3,3,2,27,2,2,3,4,2,1,2
1656,"0",50,13269,"Research & Development",3,"Research Director","Female","Divorced",17,5,"Travel_Rarely","No",1,4,2,3,3,19,3,3,3,14,11,1,11
1657,"0",20,2783,"Sales",1,"Sales Representative","Female","Single",2,3,"Travel_Rarely","No",3,3,3,3,1,2,0,3,3,2,2,2,2
1658,"0",34,5433,"Research & Development",2,"Research Scientist","Female","Divorced",3,3,"Travel_Rarely","No",2,4,3,3,3,11,1,2,3,11,8,7,9
1659,"0",36,2013,"Research & Development",1,"Laboratory Technician","Male","Single",7,3,"Travel_Rarely","No",2,1,3,3,3,15,0,4,3,4,3,1,3
1661,"0",49,13966,"Research & Development",4,"Healthcare Representative","Female","Married",6,1,"Travel_Rarely","Yes",3,3,2,3,2,30,1,3,3,15,11,2,12
1662,"0",36,4374,"Research & Development",2,"Manufacturing Director","Female","Married",1,4,"Non-Travel","No",3,4,2,3,3,4,0,6,3,3,2,1,2
1666,"0",43,17603,"Research & Development",4,"Research Director","Male","Married",15,2,"Travel_Rarely","No",3,3,2,4,1,14,1,3,3,14,10,6,11
1667,"1",35,4581,"Sales",2,"Sales Executive","Male","Single",12,4,"Travel_Frequently","Yes",4,4,3,4,1,13,0,2,4,11,9,6,7
1669,"0",29,4187,"Sales",2,"Sales Executive","Male","Divorced",5,3,"Travel_Rarely","Yes",2,1,2,3,2,10,1,3,2,10,0,0,9
1670,"0",33,5505,"Sales",2,"Sales Executive","Male","Divorced",2,4,"Travel_Rarely","No",4,4,3,3,3,6,2,5,3,6,2,0,4
1671,"0",32,5470,"Research & Development",2,"Research Scientist","Male","Divorced",2,3,"Travel_Rarely","No",2,4,3,3,3,10,2,4,2,9,5,1,6
1673,"0",31,5476,"Sales",2,"Sales Executive","Female","Married",5,4,"Travel_Rarely","No",4,1,3,3,1,10,2,2,3,10,0,0,2
1674,"0",49,2587,"Research & Development",1,"Laboratory Technician","Female","Divorced",16,3,"Travel_Rarely","Yes",1,4,3,3,2,17,1,2,2,2,2,2,2
1676,"0",47,15972,"Sales",4,"Manager","Female","Divorced",2,4,"Travel_Rarely","No",2,2,4,3,3,29,3,2,3,3,2,1,2
1677,"0",49,15379,"Research & Development",4,"Manager","Male","Single",1,3,"Travel_Rarely","No",3,3,3,3,1,23,0,2,3,8,7,0,0
1680,"0",20,2728,"Sales",1,"Sales Representative","Male","Single",9,1,"Travel_Rarely","No",1,4,3,3,1,2,0,3,3,2,2,0,2
1682,"0",36,5347,"Research & Development",2,"Healthcare Representative","Male","Married",26,4,"Travel_Rarely","No",3,1,3,3,2,10,2,2,2,3,2,0,2
1684,"1",23,3989,"Research & Development",1,"Laboratory Technician","Male","Single",8,1,"Travel_Rarely","Yes",3,4,2,3,1,5,0,2,3,5,4,1,2
1687,"0",38,3306,"Research & Development",1,"Laboratory Technician","Female","Married",4,2,"Travel_Rarely","No",3,4,3,3,4,7,1,5,2,0,0,0,0
1689,"0",53,7005,"Research & Development",3,"Healthcare Representative","Male","Married",24,4,"Travel_Rarely","No",4,2,4,3,3,11,0,2,3,4,3,1,2
1691,"1",48,2655,"Sales",1,"Sales Representative","Female","Married",7,2,"Travel_Frequently","Yes",3,4,3,3,3,19,2,3,3,9,7,7,7
1692,"1",32,1393,"Research & Development",1,"Laboratory Technician","Male","Single",2,4,"Travel_Rarely","No",2,4,3,3,1,1,0,2,3,1,0,0,0
1693,"0",26,2570,"Research & Development",1,"Laboratory Technician","Male","Single",7,3,"Non-Travel","No",4,4,3,4,3,7,0,5,3,7,7,5,7
1694,"0",55,3537,"Research & Development",1,"Research Scientist","Male","Divorced",22,3,"Travel_Rarely","No",2,1,2,3,4,8,1,1,3,4,2,1,2
1697,"0",60,10883,"Research & Development",3,"Healthcare Representative","Male","Divorced",1,4,"Travel_Rarely","No",4,3,1,4,3,19,1,2,4,1,0,0,0
1698,"0",33,2028,"Research & Development",1,"Laboratory Technician","Male","Married",21,3,"Travel_Rarely","No",2,2,4,3,4,14,3,6,3,14,11,2,13
1701,"0",34,2929,"Research & Development",1,"Research Scientist","Female","Married",19,3,"Travel_Rarely","No",4,2,2,3,2,10,0,3,3,10,9,8,7
1702,"1",23,2275,"Sales",1,"Sales Representative","Male","Divorced",7,3,"Travel_Rarely","Yes",4,3,3,4,2,3,1,2,3,3,2,0,2
1703,"0",44,7879,"Research & Development",3,"Healthcare Representative","Female","Married",2,3,"Travel_Rarely","Yes",4,3,4,3,2,9,1,2,3,8,7,6,7
1706,"0",43,7847,"Sales",2,"Sales Executive","Male","Married",2,3,"Travel_Rarely","Yes",4,4,3,3,1,10,1,3,3,10,9,8,8
1708,"0",41,9241,"Sales",3,"Sales Executive","Male","Single",6,3,"Travel_Rarely","No",3,4,3,3,2,10,0,3,3,10,8,8,7
1710,"0",36,4502,"Sales",2,"Sales Representative","Female","Single",2,4,"Travel_Rarely","No",4,3,3,3,3,17,0,2,2,13,7,6,7
1712,"0",45,10748,"Research & Development",3,"Healthcare Representative","Male","Married",1,1,"Non-Travel","No",3,3,2,4,4,25,1,3,2,23,15,14,4
1714,"1",24,1555,"Human Resources",1,"Human Resources","Male","Married",22,1,"Travel_Rarely","No",3,4,1,3,3,1,1,2,3,1,0,0,0
1716,"1",47,12936,"Sales",4,"Sales Executive","Male","Married",9,3,"Travel_Frequently","No",3,3,1,3,3,25,0,3,1,23,5,14,10
1719,"0",45,16704,"Research & Development",4,"Research Director","Female","Single",28,2,"Travel_Rarely","No",2,4,2,3,3,21,0,2,3,21,6,8,6
1720,"0",32,3433,"Research & Development",1,"Research Scientist","Male","Married",10,3,"Travel_Frequently","No",3,1,3,3,1,10,1,3,2,5,2,1,3
1721,"0",31,3477,"Research & Development",1,"Laboratory Technician","Male","Married",2,4,"Travel_Rarely","No",3,2,3,3,4,6,1,2,4,5,2,0,3
1724,"0",40,6516,"Research & Development",2,"Manufacturing Director","Female","Married",8,2,"Travel_Rarely","Yes",1,2,3,3,2,18,1,3,3,1,0,0,0
1725,"0",24,3907,"Research & Development",1,"Laboratory Technician","Male","Divorced",29,1,"Travel_Rarely","No",1,2,3,3,2,6,3,2,4,6,2,1,2
1727,"0",46,5562,"Research & Development",2,"Healthcare Representative","Male","Single",13,4,"Travel_Rarely","No",2,3,3,3,4,19,0,3,3,10,7,0,9
1728,"0",35,6883,"Research & Development",2,"Manufacturing Director","Male","Married",27,4,"Travel_Rarely","No",3,4,3,3,2,17,1,3,3,7,7,0,7
1729,"0",30,2862,"Research & Development",1,"Research Scientist","Male","Married",16,1,"Travel_Rarely","No",4,2,3,3,2,10,1,2,2,10,0,0,8
1731,"0",47,4978,"Sales",2,"Sales Executive","Male","Married",2,4,"Non-Travel","No",2,3,3,3,4,4,1,3,1,1,0,0,0
1732,"0",46,10368,"Sales",3,"Sales Executive","Male","Divorced",2,3,"Travel_Rarely","Yes",4,3,3,3,2,13,1,5,2,10,6,0,3
1733,"1",36,6134,"Sales",2,"Sales Executive","Male","Divorced",13,5,"Travel_Rarely","Yes",1,2,2,3,2,16,3,3,3,2,2,2,2
1734,"1",32,6735,"Sales",2,"Sales Executive","Male","Single",1,2,"Travel_Rarely","No",2,1,1,3,2,10,0,2,3,0,0,0,0
1736,"0",31,5238,"Research & Development",2,"Manufacturing Director","Female","Single",24,1,"Travel_Frequently","No",4,4,3,4,4,9,0,3,2,5,4,1,4
1737,"0",39,6472,"Research & Development",2,"Laboratory Technician","Male","Married",1,3,"Non-Travel","Yes",4,4,3,3,4,9,1,2,3,9,8,5,8
1739,"0",32,9610,"Sales",3,"Sales Executive","Male","Married",19,3,"Travel_Rarely","No",3,4,1,3,3,10,1,2,1,4,3,0,2
1740,"0",40,19833,"Sales",5,"Manager","Male","Single",7,4,"Travel_Rarely","No",2,2,3,3,2,21,0,3,2,21,8,12,8
1744,"0",45,9756,"Human Resources",3,"Human Resources","Female","Married",4,3,"Travel_Rarely","No",3,3,1,4,3,9,2,2,4,5,0,0,3
1746,"0",24,2145,"Human Resources",1,"Human Resources","Male","Married",10,3,"Travel_Frequently","No",4,1,3,3,4,3,1,2,3,2,2,2,1
1747,"1",30,2180,"Human Resources",1,"Human Resources","Female","Divorced",8,3,"Travel_Frequently","No",4,3,2,3,3,6,1,0,2,4,2,1,2
1749,"0",31,8346,"Sales",2,"Sales Executive","Male","Married",5,3,"Travel_Rarely","No",3,1,3,3,3,6,1,3,3,5,2,0,2
1751,"0",27,3445,"Research & Development",1,"Research Scientist","Female","Single",8,3,"Travel_Rarely","No",4,3,3,3,3,6,0,5,2,6,2,1,4
1752,"1",29,2760,"Sales",1,"Sales Representative","Female","Single",9,3,"Travel_Rarely","No",2,2,1,3,3,2,0,3,3,2,2,2,2
1754,"0",30,7140,"Sales",3,"Sales Executive","Male","Divorced",15,2,"Travel_Rarely","No",1,3,2,3,1,12,1,2,3,7,7,1,7
1755,"0",34,2932,"Research & Development",1,"Research Scientist","Male","Married",2,4,"Travel_Rarely","Yes",4,4,4,3,1,6,3,3,3,5,0,1,2
1756,"0",33,5147,"Sales",2,"Sales Executive","Female","Single",2,3,"Non-Travel","No",2,4,3,3,4,13,0,2,2,11,7,1,7
1757,"0",49,4507,"Sales",2,"Sales Executive","Female","Single",11,4,"Travel_Rarely","No",4,4,3,3,3,8,0,1,4,5,1,0,4
1758,"1",33,8564,"Sales",3,"Sales Executive","Female","Single",16,3,"Travel_Rarely","Yes",1,1,3,4,3,11,0,2,2,0,0,0,0
1760,"0",38,2468,"Research & Development",1,"Laboratory Technician","Female","Married",2,2,"Travel_Frequently","No",2,3,2,3,2,9,1,4,2,6,1,0,5
1761,"1",31,8161,"Sales",3,"Sales Executive","Male","Married",16,4,"Travel_Rarely","No",3,1,3,3,1,10,3,2,3,1,0,0,0
1763,"0",30,5294,"Research & Development",2,"Healthcare Representative","Male","Married",16,3,"Travel_Rarely","No",3,3,4,3,3,10,1,3,3,7,0,1,7
1764,"0",32,2718,"Research & Development",1,"Research Scientist","Male","Single",5,4,"Non-Travel","No",2,2,3,3,2,12,0,3,3,7,7,0,7
1766,"0",38,5811,"Research & Development",2,"Healthcare Representative","Male","Married",18,3,"Travel_Rarely","Yes",4,2,1,3,3,15,1,2,3,1,0,1,0
1767,"1",43,2437,"Research & Development",1,"Research Scientist","Male","Married",17,3,"Travel_Frequently","Yes",3,3,2,3,4,6,1,4,3,1,0,0,0
1768,"0",42,2766,"Research & Development",1,"Laboratory Technician","Male","Divorced",12,3,"Travel_Rarely","No",2,2,3,4,2,7,3,6,2,5,3,0,4
1770,"0",55,19038,"Research & Development",5,"Research Director","Male","Married",2,3,"Travel_Rarely","No",1,3,2,3,2,34,3,2,3,1,0,0,0
1771,"0",33,3055,"Research & Development",2,"Research Scientist","Male","Divorced",4,3,"Non-Travel","No",2,4,3,3,4,11,2,2,2,9,8,1,7
1772,"0",41,2289,"Research & Development",1,"Laboratory Technician","Male","Divorced",9,4,"Travel_Rarely","No",1,3,3,4,2,5,2,2,3,5,3,0,4
1775,"0",53,12965,"Research & Development",4,"Manufacturing Director","Female","Married",1,4,"Non-Travel","Yes",3,1,2,4,4,27,3,2,2,3,2,0,2
1779,"0",34,6029,"Sales",2,"Sales Executive","Female","Single",3,2,"Travel_Rarely","No",4,4,1,3,1,6,0,3,3,2,2,2,2
1780,"1",21,2679,"Sales",1,"Sales Representative","Male","Single",7,1,"Travel_Rarely","No",2,2,3,3,2,1,0,3,3,1,0,1,0
1782,"0",38,3702,"Research & Development",1,"Laboratory Technician","Female","Married",6,2,"Travel_Rarely","No",3,4,2,3,2,5,1,3,3,5,4,0,4
1783,"1",22,2398,"Research & Development",1,"Laboratory Technician","Female","Married",8,1,"Travel_Rarely","Yes",1,3,3,3,3,1,0,6,3,1,0,0,0
1786,"0",51,13116,"Research & Development",3,"Manager","Female","Married",3,3,"Travel_Rarely","No",3,1,3,3,4,15,0,2,3,2,2,2,2
1787,"0",37,4189,"Sales",2,"Sales Executive","Male","Married",9,2,"Travel_Rarely","No",2,2,2,3,1,5,2,2,3,5,2,0,3
1789,"0",46,19328,"Research & Development",5,"Research Director","Male","Divorced",2,4,"Travel_Rarely","Yes",4,3,3,3,3,24,1,3,3,2,1,2,2
1790,"0",36,8321,"Research & Development",3,"Healthcare Representative","Male","Married",10,3,"Travel_Rarely","Yes",1,4,3,3,4,15,1,1,3,12,8,5,7
1792,"1",44,2342,"Research & Development",1,"Research Scientist","Male","Divorced",1,2,"Travel_Frequently","Yes",2,3,3,3,3,6,3,2,2,5,3,2,3
1794,"0",37,4071,"Human Resources",2,"Human Resources","Male","Divorced",8,2,"Travel_Rarely","No",2,3,3,3,3,19,0,4,2,10,0,4,7
1797,"1",35,5813,"Sales",2,"Sales Executive","Male","Single",27,3,"Travel_Rarely","Yes",4,3,3,3,4,10,0,2,3,10,7,7,7
1798,"0",33,3143,"Research & Development",1,"Research Scientist","Male","Married",8,4,"Travel_Rarely","No",1,4,4,3,2,14,1,1,3,10,8,7,6
1800,"0",39,13464,"Research & Development",3,"Research Director","Male","Single",10,1,"Travel_Rarely","No",3,3,3,4,3,9,0,3,3,4,3,2,2
1801,"0",46,7991,"Sales",2,"Sales Executive","Male","Single",26,2,"Non-Travel","No",2,2,2,3,3,6,0,3,3,2,2,2,2
1802,"0",40,3377,"Research & Development",1,"Laboratory Technician","Female","Married",2,2,"Travel_Rarely","No",1,3,3,3,4,7,1,5,2,4,3,0,2
1803,"0",42,5538,"Research & Development",2,"Healthcare Representative","Male","Married",13,3,"Travel_Rarely","No",1,2,4,3,3,10,2,2,2,0,0,0,0
1804,"0",35,5762,"Research & Development",2,"Manufacturing Director","Male","Divorced",2,2,"Non-Travel","No",4,2,3,3,3,15,1,6,3,7,7,1,7
1805,"0",38,2592,"Human Resources",1,"Human Resources","Male","Divorced",2,3,"Non-Travel","No",2,1,3,3,4,13,3,3,3,11,10,3,8
1807,"1",34,5346,"Research & Development",2,"Laboratory Technician","Male","Married",9,4,"Travel_Frequently","No",1,4,3,3,3,11,1,3,2,7,1,0,7
1809,"1",37,4213,"Research & Development",2,"Manufacturing Director","Male","Single",10,4,"Travel_Rarely","No",1,4,3,3,2,10,0,4,1,10,3,0,8
1812,"0",39,4127,"Sales",2,"Sales Executive","Male","Divorced",20,3,"Travel_Frequently","No",4,3,3,3,4,7,1,6,3,2,1,2,2
1814,"0",41,6870,"Research & Development",2,"Healthcare Representative","Male","Single",5,3,"Travel_Rarely","No",2,2,4,3,1,11,0,3,1,3,2,1,2
1815,"0",41,10447,"Sales",3,"Sales Executive","Female","Divorced",4,1,"Travel_Rarely","Yes",3,3,3,3,4,23,1,3,4,22,14,13,5
1818,"1",26,2148,"Human Resources",1,"Human Resources","Female","Married",20,2,"Travel_Rarely","Yes",2,4,3,3,3,6,0,3,3,5,1,1,4
1821,"1",46,8926,"Research & Development",2,"Healthcare Representative","Female","Married",21,2,"Travel_Rarely","No",2,4,3,4,4,13,1,2,4,9,7,3,7
1822,"0",40,6513,"Research & Development",2,"Healthcare Representative","Female","Divorced",1,3,"Travel_Rarely","No",4,3,3,3,4,12,1,3,3,5,3,0,3
1823,"0",34,6799,"Sales",2,"Sales Executive","Male","Married",8,2,"Travel_Rarely","No",3,2,4,4,3,10,2,5,3,10,8,4,8
1824,"0",58,16291,"Sales",4,"Manager","Male","Divorced",2,3,"Non-Travel","No",2,2,3,4,4,37,1,0,2,16,9,14,14
1826,"0",35,2705,"Research & Development",1,"Laboratory Technician","Male","Married",23,4,"Travel_Rarely","No",3,2,1,3,2,6,1,2,4,5,4,0,3
1829,"0",40,4448,"Research & Development",2,"Healthcare Representative","Female","Divorced",12,3,"Travel_Rarely","No",1,2,3,3,2,15,1,3,3,7,4,7,7
1830,"0",54,6854,"Research & Development",2,"Research Scientist","Female","Married",7,4,"Travel_Rarely","No",4,4,3,3,2,14,1,2,2,7,1,1,7
1833,"0",31,9637,"Sales",3,"Sales Executive","Female","Married",7,4,"Travel_Frequently","No",1,1,3,3,4,9,2,3,3,3,2,2,2
1834,"0",28,3591,"Research & Development",1,"Research Scientist","Female","Married",1,3,"Travel_Rarely","No",1,3,3,4,3,3,1,3,3,3,2,1,2
1835,"0",38,5405,"Sales",2,"Sales Representative","Female","Married",2,4,"Travel_Rarely","Yes",4,2,1,4,1,20,2,4,2,4,2,0,3
1836,"0",26,4684,"Sales",2,"Sales Executive","Male","Single",10,3,"Travel_Rarely","No",4,3,3,3,1,5,0,4,3,5,3,1,2
1837,"0",58,15787,"Research & Development",4,"Research Director","Male","Married",15,4,"Travel_Frequently","Yes",3,1,3,3,2,23,0,3,3,2,2,2,2
1839,"0",18,1514,"Research & Development",1,"Research Scientist","Female","Single",14,3,"Non-Travel","No",3,2,3,3,3,0,0,4,1,0,0,0,0
1842,"1",31,2956,"Human Resources",1,"Human Resources","Male","Married",18,5,"Travel_Rarely","No",1,4,4,3,3,2,0,4,3,1,0,0,0
1844,"1",29,2335,"Human Resources",1,"Human Resources","Male","Divorced",13,3,"Travel_Rarely","Yes",1,1,2,3,4,4,3,3,3,2,2,2,0
1845,"0",45,5154,"Sales",2,"Sales Executive","Female","Married",2,4,"Non-Travel","No",3,3,3,4,2,10,2,3,4,8,7,5,7
1847,"0",36,6962,"Research & Development",2,"Research Scientist","Female","Married",2,4,"Travel_Rarely","Yes",2,4,3,4,4,15,1,2,3,1,0,0,0
1850,"0",27,2379,"Research & Development",1,"Laboratory Technician","Female","Single",5,2,"Travel_Frequently","Yes",4,4,3,3,3,6,0,3,2,5,4,0,2
1852,"0",29,3812,"Research & Development",1,"Laboratory Technician","Male","Married",20,1,"Travel_Frequently","No",4,4,3,3,2,11,0,3,4,11,8,3,10
1853,"0",32,4648,"Sales",2,"Sales Executive","Male","Single",10,4,"Travel_Frequently","No",4,4,3,3,3,4,0,2,4,0,0,0,0
1856,"0",47,2105,"Research & Development",1,"Laboratory Technician","Female","Single",9,4,"Travel_Rarely","No",3,2,3,3,3,7,0,2,3,2,2,2,0
1858,"0",28,2706,"Human Resources",1,"Human Resources","Male","Divorced",1,2,"Non-Travel","No",4,3,3,3,2,3,1,2,3,3,2,2,2
1860,"0",42,3968,"Research & Development",1,"Laboratory Technician","Male","Single",8,3,"Travel_Rarely","No",3,4,3,3,4,8,0,3,3,0,0,0,0
1862,"1",32,9907,"Sales",2,"Sales Executive","Male","Single",2,4,"Travel_Rarely","Yes",2,3,2,3,3,7,0,3,2,2,2,2,2
1863,"0",46,13225,"Sales",4,"Sales Executive","Female","Divorced",3,3,"Travel_Rarely","No",1,1,4,3,4,25,1,5,3,19,17,2,8
1864,"0",27,3540,"Sales",2,"Sales Representative","Female","Married",23,1,"Travel_Rarely","No",3,2,2,4,4,9,1,5,3,9,8,5,8
1865,"0",29,2804,"Human Resources",1,"Human Resources","Male","Married",6,1,"Travel_Rarely","No",2,4,2,3,4,1,0,3,3,1,0,0,0
1866,"0",43,19392,"Research & Development",5,"Manager","Female","Married",6,3,"Travel_Rarely","No",3,1,2,3,4,21,0,2,3,16,12,6,14
1867,"0",48,19665,"Research & Development",5,"Research Director","Male","Married",10,3,"Travel_Rarely","No",2,4,2,3,4,29,0,3,3,22,10,12,9
1868,"1",29,2439,"Research & Development",1,"Research Scientist","Male","Single",24,2,"Travel_Frequently","Yes",4,4,2,4,2,1,0,3,2,1,0,1,0
1869,"1",46,7314,"Sales",3,"Sales Executive","Female","Married",10,3,"Travel_Rarely","No",2,3,3,4,3,14,3,2,3,8,7,0,7
1870,"0",27,4774,"Research & Development",1,"Research Scientist","Female","Married",15,3,"Travel_Frequently","No",1,4,2,3,4,8,1,2,2,7,6,7,3
1871,"0",39,3902,"Research & Development",2,"Research Scientist","Male","Divorced",19,4,"Travel_Rarely","No",4,4,3,3,2,7,3,2,3,2,2,2,2
1873,"0",55,2662,"Research & Development",1,"Research Scientist","Male","Married",2,4,"Travel_Rarely","No",4,2,2,4,2,19,1,2,4,5,2,0,4
1875,"0",28,2856,"Sales",1,"Sales Representative","Female","Married",3,3,"Travel_Rarely","No",2,2,3,3,4,1,1,3,3,1,0,0,0
1876,"1",30,1081,"Sales",1,"Sales Representative","Male","Single",9,3,"Travel_Rarely","No",4,2,3,3,3,1,0,3,2,1,0,0,0
1878,"1",22,2472,"Research & Development",1,"Research Scientist","Male","Single",7,1,"Travel_Rarely","Yes",2,4,3,4,1,1,0,2,3,1,0,0,0
1880,"0",36,5673,"Sales",2,"Sales Executive","Female","Married",10,4,"Travel_Rarely","Yes",3,2,2,3,1,10,1,4,3,10,9,1,7
1881,"0",31,4197,"Research & Development",2,"Laboratory Technician","Male","Divorced",20,3,"Travel_Rarely","No",3,2,3,3,1,10,1,2,3,10,8,0,2
1882,"0",34,9713,"Sales",3,"Sales Executive","Male","Married",4,3,"Travel_Rarely","Yes",4,3,3,3,4,9,3,3,3,5,3,1,0
1883,"0",29,2062,"Research & Development",1,"Laboratory Technician","Male","Single",7,3,"Travel_Rarely","No",1,4,3,3,2,11,0,2,3,3,2,1,2
1885,"0",37,4284,"Research & Development",2,"Research Scientist","Male","Married",7,4,"Travel_Rarely","Yes",1,4,3,4,3,16,1,2,3,5,3,0,4
1888,"0",45,5906,"Research & Development",2,"Manufacturing Director","Female","Married",25,2,"Travel_Rarely","No",4,2,2,3,4,10,2,2,2,9,8,3,8
1890,"0",36,3886,"Human Resources",2,"Human Resources","Male","Single",2,1,"Travel_Frequently","No",4,2,2,4,4,10,0,2,2,10,1,0,8
1892,"0",40,16823,"Research & Development",4,"Manager","Male","Divorced",1,4,"Travel_Rarely","No",1,1,3,3,1,22,1,3,3,19,7,11,16
1893,"0",26,2933,"Research & Development",1,"Research Scientist","Female","Married",1,2,"Travel_Rarely","Yes",3,2,2,3,3,1,1,3,2,1,0,1,0
1898,"0",27,6500,"Sales",2,"Sales Executive","Female","Single",2,2,"Travel_Rarely","No",3,1,4,3,2,9,0,5,2,8,7,0,7
1900,"0",48,17174,"Research & Development",4,"Manager","Female","Divorced",22,3,"Travel_Frequently","No",4,4,3,3,2,24,1,3,3,22,17,4,7
1903,"0",44,5033,"Research & Development",2,"Healthcare Representative","Male","Married",1,4,"Travel_Rarely","No",1,2,4,3,4,10,1,5,3,2,0,2,2
1905,"1",34,2307,"Research & Development",1,"Research Scientist","Male","Married",16,4,"Non-Travel","Yes",1,4,1,4,2,5,1,2,3,5,2,3,0
1907,"1",56,2587,"Research & Development",1,"Laboratory Technician","Male","Single",24,2,"Travel_Rarely","No",4,1,3,3,4,5,0,3,3,4,2,1,0
1908,"0",36,5507,"Sales",2,"Sales Executive","Male","Married",17,2,"Travel_Rarely","No",2,3,2,3,3,12,2,1,1,4,2,1,3
1909,"0",41,4393,"Sales",2,"Sales Executive","Female","Married",8,3,"Travel_Rarely","No",2,3,3,4,3,14,1,3,3,5,4,1,4
1912,"0",31,6583,"Sales",2,"Sales Executive","Female","Divorced",10,2,"Travel_Rarely","Yes",4,3,3,3,4,8,1,2,3,5,2,1,4
